"","X","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm"
"Cannomys_badius","  31","Rodentia","Spalacidae","Cannomys","badius","Cannomys badius","-999"," 472.07","-999","-999.00","-999.00","-999.00"," 172.00"," 344.00","-999","-999.00","  41.49","-999","-9.990000e+02","-9.990000e+02","-999.00","   2.00","-999.00","  48.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","  50.10","-999.00","-999.00","543;1297;1822;2655","-999.00","-999.00","-999","-999.00","  818286.00"," 2.785000e+01","  11.82","  19.83"," 105.88","  84.65","  95.26","   4","  86.50","   9.0"," 7.000000e-02"," 159.67"," 213.64","1063.45","1473.54"
"Calomys_callosus"," 100","Rodentia","Cricetidae","Calomys","callosus","Calomys callosus","-999","  44.95","-999","-999.00","-999.00","  42.00","  55.82","  48.00","-999","-999.00","  21.80","   2","-9.990000e+02","-9.990000e+02","  21.00","   4.91","   3.00","-999.0","   2.40","-999.00","  354.30","-999.0","  43.18","-999.00","-999","   1","-999","  18.33","  12.05","-999.00","730;786;890;1297;1822;2655","-999.00","-999.00","-999","-999.00","    -999.00","-9.990000e+02","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.0","-9.990000e+02","-999.00","-999.00","-999.00","-999.00"
"Calomys_lepidus"," 104","Rodentia","Cricetidae","Calomys","lepidus","Calomys lepidus","-999","  20.59","-999","-999.00","-999.00","-999.00","  28.80","  16.00","-999","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","  20.75","   4.29","-999.00","-999.0","   2.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","-999","-999.00","-999.00","-999.00","890;1297;1822;2655","-999.00","   4.69","-999","-999.00","  593465.10","-9.220000e+00"," -23.53"," -16.37"," -64.61"," -76.61"," -70.61","   0","  15.44","   0.0"," 6.000000e-02","  74.28","  67.19"," 667.13","1296.93"
"Calomys_venustus"," 109","Rodentia","Cricetidae","Calomys","venustus","Calomys venustus","-999","  49.33","-999","-999.00","-999.00","-999.00","  70.78","  49.50","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","1822","-999.00","-999.00","-999","-999.00","    -999.00","-9.990000e+02","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.0","-9.990000e+02","-999.00","-999.00","-999.00","-999.00"
"Calomyscus_baluchi"," 111","Rodentia","Calomyscidae","Calomyscus","baluchi","Calomyscus baluchi","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-999.00","   29169.13"," 3.511000e+01","  29.10","  32.11","  69.67","  67.12","  68.40","  27","  96.98","  28.0"," 3.100000e-01","  31.18","  63.53"," 319.05","1137.82"
"Auliscomys_sublimis"," 126","Rodentia","Cricetidae","Auliscomys","sublimis","Auliscomys sublimis","-999","  38.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","-999","-999.00","-999.00","-999.00","890;2655","-999.00","-999.00","-999","-999.00","  497531.43","-1.340000e+01"," -24.79"," -19.09"," -64.22"," -73.34"," -68.78","   0","  13.30","   0.0"," 6.000000e-02","  62.02","  38.57"," 591.15","1268.04"
"Bandicota_bengalensis"," 143","Rodentia","Muridae","Bandicota","bengalensis","Bandicota bengalensis","-999"," 226.99","-999","-999.00","-999.00","  91.25","-999.00","-999.00","-999","-999.00","  18.89","-999","-9.990000e+02","-9.990000e+02","  61.90","   7.29","   5.90","-999.0","   4.85","  47.00"," -999.00","-999.0","  63.52","-999.00","-999","-999","-999","  30.03","  22.90","-999.00","456;1297;2655","-999.00","-999.00","-999","-999.00"," 3698085.54"," 3.420000e+01","   5.91","  20.06","  97.54","  66.50","  82.02","   0"," 320.61","  24.0"," 9.000000e-02"," 107.29"," 236.14"," 810.44","1418.33"
"Cricetulus_migratorius"," 236","Rodentia","Cricetidae","Cricetulus","migratorius","Cricetulus migratorius","-999","  30.59","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","  12.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   5.20","   2.00","-999.0","-999.00","-999.00","  221.44","-999.0","-999.00","-999.00","-999","-999","-999","  24.50","-999.00","-999.00","730;1297;2655","-999.00","-999.00","-999","-999.00","10345012.78"," 5.696000e+01","  28.07","  42.51"," 111.43","  25.08","  68.25","   0","  33.66","   0.0"," 5.000000e-02","  24.91","  63.96"," 279.95"," 726.56"
"Cricetus_cricetus"," 238","Rodentia","Cricetidae","Cricetus","cricetus","Cricetus cricetus","-999"," 428.95","-999","-999.00","-999.00","  91.25"," 231.68"," 362.00","-999","-999.00","  19.50","-999","-9.990000e+02","-9.990000e+02"," 131.40","   7.14","   2.00","  48.0","   4.71","-999.00"," -999.00","-999.0","  86.48","-999.00","-999","-999","-999","  24.85","  87.47","-999.00","543;1297;1822;2655","-999.00","-999.00","-999","-999.00"," 6712427.93"," 6.152000e+01","  41.69","  51.60","  95.38","   2.53","  48.95","   0","  45.61","   1.0"," 4.130075e-03","  37.91","  35.60"," 392.13"," 499.88"
"Delomys_dorsalis"," 366","Rodentia","Cricetidae","Delomys","dorsalis","Delomys dorsalis","   3","  67.50","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","-999","-999.00","-999.00","-999.00","905;2655","-999.00","-999.00","-999","-999.00","   91990.81","-2.223000e+01"," -29.90"," -26.07"," -42.05"," -53.15"," -47.60","   5"," 208.14","  12.0"," 6.000000e-02"," 144.21"," 175.06","1202.50","1311.94"
"Baiomys_musculus"," 390","Rodentia","Cricetidae","Baiomys","musculus","Baiomys musculus","   2","   8.99","-999","  75.59","-999.00","-999.00","-999.00","-999.00","   4","-999.00","-999.00","   2","-9.990000e+02","-9.990000e+02","-999.00","   2.62","-999.00","-999.0","   1.66","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","   1","-999.00","-999.00","-999.00","1297;2207;2655","-999.00","-999.00","-999","-999.00","  452712.43"," 2.127000e+01","  12.62","  16.95"," -86.01","-105.70"," -95.85","   6"," 103.54","  11.0"," 8.000000e-02"," 109.05"," 207.07","1041.37","1588.04"
"Brachytarsomys_albicauda"," 407","Rodentia","Nesomyidae","Brachytarsomys","albicauda","Brachytarsomys albicauda","-999"," 200.00","-999"," 225.00","-999.00","-999.00","-999.00","-999.00","   2","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   2","   1","-999.00","-999.00","-999.00","1048;2152;2333;2655","-999.00","-999.00","-999","-999.00","   75743.16","-1.396000e+01"," -22.95"," -18.45","  50.45","  46.77","  48.61","   8","  37.82","  11.0"," 1.800000e-01"," 181.85"," 195.81","1362.92","1604.94"
"Brachyuromys_betsileoensis"," 411","Rodentia","Nesomyidae","Brachyuromys","betsileoensis","Brachyuromys betsileoensis","   2","  93.58","-999"," 162.50","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","-999","-999.00","-999.00","-999.00","2152;2655","-999.00","-999.00","-999","-999.00","   37287.31","-1.750000e+01"," -22.64"," -20.07","  48.94","  46.83","  47.88","   8","  61.62","  13.0"," 1.800000e-01"," 167.80"," 184.84","1274.34","1503.13"
"Dendromus_insignis"," 437","Rodentia","Nesomyidae","Dendromus","insignis","Dendromus insignis","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-999.00","  218282.07"," 1.002000e+01","  -4.05","   2.98","  41.83","  28.80","  35.31","   2"," 116.56","   6.0"," 1.200000e-01","  76.36"," 165.53","1007.11","1478.34"
"Dendromus_mesomelas"," 442","Rodentia","Nesomyidae","Dendromus","mesomelas","Dendromus mesomelas","   1","  10.20","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","   3.94","-999.00","  39.6","-999.00","-999.00"," 1753.83","-999.0","-999.00","-999.00","-999","   2","-999","-999.00","-999.00","-999.00","543;730;904;1297;2361;2655","-999.00","-999.00","-999","-999.00"," 3423076.47"," 5.190000e+00"," -34.68"," -14.74","  39.18","  18.25","  28.72","   0","  37.27","   1.0"," 1.500000e-01","  82.63"," 211.19"," 913.32","1465.95"
"Dendromus_nyasae"," 445","Rodentia","Nesomyidae","Dendromus","nyasae","Dendromus nyasae","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-999.00","   50091.76"," 1.050000e+00","  -2.00","  -0.47","  30.48","  28.54","  29.51","  14"," 139.77","  51.0"," 1.100000e-01"," 112.07"," 191.25","1377.25","1520.11"
"Deomys_ferrugineus"," 450","Rodentia","Muridae","Deomys","ferrugineus","Deomys ferrugineus","-999","  57.60","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   1.70","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","1297;2361;2399;2655","-999.00","-999.00","-999","-999.00"," 1689421.98"," 6.040000e+00","  -4.94","   0.54","  32.11","   8.60","  20.35","   0","  28.86","   1.0"," 1.100000e-01"," 148.34"," 238.65","1377.45","1546.65"
"Desmodillus_auricularis"," 455","Rodentia","Muridae","Desmodillus","auricularis","Desmodillus auricularis","-999","  54.81","-999","-999.00","  22.00","-999.00","  87.75","  71.93","   1","-999.00","  27.11","-999","-9.990000e+02","-9.990000e+02","-999.00","   2.62","-999.00","-999.0","   2.84","  28.20"," 1265.76","-999.0","-999.00","-999.00","-999","-999","   1","  32.99","-999.00","-999.00","730;1297;1584;1822;2121;2390;2655;2978","-999.00","-999.00","-999","-999.00"," 1924878.41","-1.547000e+01"," -34.38"," -24.93","  30.97","  11.71","  21.34","   0","   8.00","   0.0"," 9.000000e-02","  26.00"," 183.45"," 390.54","1270.71"
"Diplothrix_legata"," 489","Rodentia","Muridae","Diplothrix","legata","Diplothrix legata","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-999.00","    2170.25"," 2.851000e+01","  26.07","  27.29"," 129.72"," 127.63"," 128.68"," 365"," 365.00"," 365.0"," 4.000000e-02","-999.00","-999.00","-999.00","-999.00"
"Dipodillus_dasyurus"," 492","Rodentia","Muridae","Dipodillus","dasyurus","Dipodillus dasyurus","-999","  27.50","-999","  83.05","-999.00","-999.00","  13.46","  27.60","-999","-999.00","  25.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   3.88","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","771;1269;1297;2655;2978","-999.00","-999.00","-999","-999.00"," 1314357.85"," 3.362000e+01","  13.92","  23.77","  59.83","  32.41","  46.12","   0","  34.39","   1.0"," 1.500000e-01","   8.78"," 222.72"," 162.44","1263.69"
"Eliomys_quercinus"," 512","Rodentia","Gliridae","Eliomys","quercinus","Eliomys quercinus","   1"," 114.61","-999"," 138.74","  21.00","-999.00","-999.00","-999.00","   5","-999.00","  22.97","   2","-9.990000e+02","-9.990000e+02","-999.00","   4.99","   1.00","  66.0","-999.00","-999.00","  147.93","-999.0"," 566.36","-999.00","   8","   2","   2","  34.80","-999.00","-999.00","295;543;1015;1297;2057;2151;2655","-999.00","-999.00","-999","-999.00"," 3870497.26"," 5.999000e+01","  25.83","  42.91","  52.94"," -12.98","  19.97","   0"," 104.35","   2.0"," 3.000000e-02","  44.52"," 112.39"," 411.33"," 789.69"
"Eliurus_minor"," 517","Rodentia","Nesomyidae","Eliurus","minor","Eliurus minor","   1","  57.53","-999"," 128.24","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   2","-999","-999.00","-999.00","-999.00","899;2152;2333;2655;2723","-999.00","-999.00","-999","-999.00","   72857.79","-1.408000e+01"," -22.99"," -18.53","  50.48","  46.77","  48.62","   8","  45.96","  11.0"," 1.800000e-01"," 187.18"," 197.29","1362.27","1596.01"
"Eliurus_tanala"," 521","Rodentia","Nesomyidae","Eliurus","tanala","Eliurus tanala","-999","  89.99","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","2655","-999.00","-999.00","-999","-999.00","   29102.38","-1.745000e+01"," -22.96"," -20.20","  49.14","  46.76","  47.95","   8","  44.55","  13.0"," 1.800000e-01"," 191.57"," 191.96","1332.76","1538.74"
"Gerbillus_gerbillus"," 599","Rodentia","Muridae","Gerbillus","gerbillus","Gerbillus gerbillus","-999","  26.99","-999","-999.00","-999.00","-999.00","  15.53","  29.20","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   4.14","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","1297;2655;2978","-999.00","-999.00","-999","-999.00","11449433.72"," 3.734000e+01","   5.85","  21.60","  51.41"," -17.04","  17.18","   0","  23.26","   0.0"," 1.000000e-01","  17.95"," 233.50"," 237.04","1347.34"
"Batomys_granti"," 615","Rodentia","Muridae","Batomys","granti","Batomys granti","-999"," 169.53","-999"," 204.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999"," 1.546275e-03"," 1.425879e-03","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00","  383.46","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","170;2152;2655","-999.00","-999.00","-999","-999.00","     731.71"," 1.694000e+01","  13.55","  15.24"," 123.47"," 120.77"," 122.12","  93"," 208.82","  93.0"," 9.000000e-02"," 323.55"," 216.25","1443.00","1557.00"
"Beamys_hindei"," 622","Rodentia","Nesomyidae","Beamys","hindei","Beamys hindei","-999","  75.80","-999"," 149.23","  21.00","-999.00","-999.00","-999.00","-999","-999.00","  22.79","-999","-9.990000e+02","-9.990000e+02","  62.00","   3.49","   5.00","-999.0","   3.20","-999.00"," -999.00","-999.0"," 181.13","-999.00","-999","-999","-999","  38.49","  59.20"," 113.50","882;1297;1398;2655","-999.00","-999.00","-999","-999.00","  123659.90","-2.840000e+00"," -10.86","  -6.85","  40.09","  37.32","  38.71","   2"," 102.73","   8.0"," 1.500000e-01","  85.18"," 247.04","1011.87","1722.53"
"Berylmys_bowersi"," 629","Rodentia","Muridae","Berylmys","bowersi","Berylmys bowersi","-999"," 358.68","-999"," 253.06","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   3.88","-999.00","  34.8","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","456;543;1090;1297;2655","-999.00","-999.00","-999","-999.00"," 1734265.17"," 2.848000e+01","   1.26","  14.87"," 119.72","  90.30"," 105.01","   1"," 168.90","   8.0"," 8.000000e-02"," 148.35"," 192.92","1141.48","1376.73"
"Brucepattersonius_igniventris"," 646","Rodentia","Cricetidae","Brucepattersonius","igniventris","Brucepattersonius igniventris","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-999.00","    -999.00","-9.990000e+02","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.0","-9.990000e+02","-999.00","-999.00","-999.00","-999.00"
"Bullimus_bagobus"," 656","Rodentia","Muridae","Bullimus","bagobus","Bullimus bagobus","-999"," 395.38","-999"," 289.61","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","456;2152;2655","-999.00","-999.00","-999","-999.00","  119550.35"," 1.258000e+01","   5.55","   9.07"," 126.60"," 121.89"," 124.24","  33"," 172.95","  55.0"," 1.100000e-01"," 183.10"," 241.07","1565.18","1739.39"
"Bunomys_chrysocomus"," 661","Rodentia","Muridae","Bunomys","chrysocomus","Bunomys chrysocomus","-999"," 111.29","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","456","-999.00","-999.00","-999","-999.00","  153381.79"," 1.750000e+00","  -5.70","  -1.97"," 125.24"," 118.75"," 121.99","  17"," 104.87","  17.0"," 7.000000e-02"," 227.92"," 214.67","1814.28","1899.06"
"Chelemys_macronyx"," 670","Rodentia","Cricetidae","Chelemys","macronyx","Chelemys macronyx","   2","  70.99","-999","-999.00","-999.00","-999.00","  84.32","  62.00","   4","-999.00","-999.00","   2","-9.990000e+02","-9.990000e+02","-999.00","   4.37","-999.00","-999.0","-999.00","-999.00","  263.07","-999.0","-999.00","-999.00","-999","   1","   2","-999.00","-999.00","-999.00","730;890;1297;1822;2242;2655","-999.00","-999.00","-999","-999.00","  199620.99","-3.345000e+01"," -51.71"," -42.58"," -69.30"," -73.77"," -71.53","   0","  27.32","   0.0"," 9.000000e-02","  74.44","  54.62"," 520.43"," 775.11"
"Chinchillula_sahamae"," 685","Rodentia","Cricetidae","Chinchillula","sahamae","Chinchillula sahamae","   1"," 169.74","-999","-999.00","-999.00","-999.00","-999.00","-999.00","   3","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","   2","-999.00","-999.00","-999.00","890;2655","-999.00","-999.00","-999","-999.00","  253693.91","-1.238000e+01"," -20.46"," -16.42"," -67.59"," -73.52"," -70.55","   0","  17.21","   0.0"," 4.000000e-02","  90.56","  45.76"," 702.51","1246.60"
"Chionomys_nivalis"," 687","Rodentia","Cricetidae","Chionomys","nivalis","Chionomys nivalis","-999","  42.01","-999","-999.00","-999.00","-999.00","  81.01","  32.80","-999","-999.00","  20.92","-999","-9.990000e+02","-9.990000e+02","  33.00","   3.42","   2.00","-999.0","   3.70","-999.00"," -999.00","-999.0"," 371.23","-999.00","-999","-999","-999","  21.00","-999.00","-999.00","1297;1822;2655","-999.00","-999.00","-999","-999.00","  777915.74"," 4.954000e+01","  33.07","  41.31","  56.24","  -6.87","  24.68","   3","  87.32","  13.0"," 2.000000e-02","  63.35","  70.57"," 540.61"," 788.91"
"Chiromyscus_chiropus"," 694","Rodentia","Muridae","Chiromyscus","chiropus","Chiromyscus chiropus","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-999.00","  460796.22"," 2.284000e+01","  16.35","  19.59"," 107.78","  98.71"," 103.25","   5"," 118.88","  10.0"," 1.000000e-01"," 137.31"," 211.88","1086.51","1364.88"
"Chiropodomys_gliroides"," 698","Rodentia","Muridae","Chiropodomys","gliroides","Chiropodomys gliroides","-999","  23.68","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","  20.13","-999","-9.990000e+02","-9.990000e+02","-999.00","   1.65","-999.00","-999.0","   2.79","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","  16.87","-999.00","-999.00","456;1268;1297;1969;2506;2655","-999.00","-999.00","-999","-999.00","  847918.53"," 2.845000e+01","  -8.84","   9.80"," 115.71","  90.12"," 102.92","   1"," 233.32","   4.0"," 9.000000e-02"," 177.02"," 210.30","1248.42","1511.33"
"Chiruromys_vates"," 710","Rodentia","Muridae","Chiruromys","vates","Chiruromys vates","-999","  45.46","-999"," 109.79","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","   2","-9.990000e+02","-9.990000e+02","-999.00","   1.07","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","   6","   2","-999","-999.00","-999.00","-999.00","456;977;1297;2152;2655","-999.00","-999.00","-999","-999.00","   51126.10","-6.210000e+00","  -8.82","  -7.51"," 147.17"," 141.18"," 144.17","   1","   9.68","   1.0"," 5.000000e-02"," 334.35"," 202.37","1662.66","1668.69"
"Carpomys_phaeurus"," 766","Rodentia","Muridae","Carpomys","phaeurus","Carpomys phaeurus","-999","-999.00","-999"," 185.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","2152"," 183.30","-999.00","-999","-999.00","     230.12"," 1.691000e+01","  16.76","  16.83"," 120.99"," 120.82"," 120.90","  93","  93.00","  93.0"," 9.000000e-02"," 316.00"," 180.00","1443.00","1557.00"
"Chrotomys_gonzalesi"," 874","Rodentia","Muridae","Chrotomys","gonzalesi","Chrotomys gonzalesi","-999"," 140.20","-999"," 172.99","-999.00","-999.00","-999.00","-999.00","   1","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","   3","-999.00","-999.00","-999.00","170;2152;2446;2655","-999.00","-999.00","-999","-999.00","     323.24"," 1.374000e+01","  13.55","  13.65"," 123.47"," 123.28"," 123.38"," 323"," 323.00"," 323.0"," 9.000000e-02"," 331.00"," 252.00","-999.00","-999.00"
"Colomys_goslingi"," 907","Rodentia","Muridae","Colomys","goslingi","Colomys goslingi","-999","  62.50","-999"," 124.62","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","   1.97","-999.00","  36.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","543;1097;1297;2655","-999.00","-999.00","-999","-999.00"," 4628855.56"," 9.070000e+00"," -13.37","  -2.14","  36.75"," -13.32","  11.71","   0","  29.71","   1.0"," 1.300000e-01"," 138.46"," 237.67","1269.13","1539.71"
"Conilurus_penicillatus"," 916","Rodentia","Muridae","Conilurus","penicillatus","Conilurus penicillatus","   1"," 175.02","-999"," 189.17","-999.00","-999.00"," 162.67"," 213.20","   5","-999.00","  35.99","   2","-9.990000e+02","-9.990000e+02","-999.00","   2.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","   4","   2","   2","  24.40","-999.00"," 158.19","456;977;1297;1822;2152;2655;2803;2813","-999.00","-999.00","-999"," 104.11","  278072.30","-8.620000e+00"," -17.13"," -12.88"," 141.75"," 124.29"," 133.02","   0","   1.29","   0.0"," 2.366168e-03","  89.82"," 271.04"," 885.75","1792.58"
"Euneomys_chinchilloides"," 943","Rodentia","Cricetidae","Euneomys","chinchilloides","Euneomys chinchilloides","-999","  75.57","-999","-999.00","-999.00","-999.00","  84.36","  65.40","-999","-999.00","-999.00","   1","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","   1","-999","-999.00","-999.00","-999.00","424;890;1822;2655","-999.00","-999.00","-999","-999.00","   74442.36","-5.188000e+01"," -55.04"," -53.46"," -65.13"," -73.32"," -69.23","   0","   2.29","   0.0"," 3.300000e-01","  47.29","  44.35"," 354.86"," 412.81"
"Crateromys_heaneyi"," 968","Rodentia","Muridae","Crateromys","heaneyi","Crateromys heaneyi","-999","-999.00","-999","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-9.990000e+02","-9.990000e+02","-999.00","-999.00","-999.00","-999.0","-999.00","-999.00"," -999.00","-999.0","-999.00","-999.00","-999","-999","-999","-999.00","-999.00","-999.00","-999","-999.00","-999.00","-999","-999.00","    -999.00","-9.990000e+02","-999.00","-999.00","-999.00","-999.00","-999.00","-999","-999.00","-999.0","-9.990000e+02","-999.00","-999.00","-999.00","-999.00"
